,date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue,previous_7,previous_14,previous_28,previous_70,previous_year,recent_invoices,recent_views,next_months_revenue,country
2452,2018-02-24,0.0,0.0,0.0,0.0,2018-02,0.0,32.480000000000004,60.23,60.22999999999999,60.23,0.0,0.1,11.666666666666666,54.64,Australia
2453,2018-02-25,0.0,0.0,0.0,0.0,2018-02,0.0,32.480000000000004,60.23,60.22999999999999,60.23,0.0,0.1,11.666666666666666,54.64,Australia
2454,2018-02-26,0.0,0.0,0.0,0.0,2018-02,0.0,15.600000000000001,32.480000000000004,60.22999999999999,60.22999999999999,0.0,0.1,11.666666666666666,54.64,Australia
2455,2018-02-27,0.0,0.0,0.0,0.0,2018-02,0.0,0.0,32.480000000000004,60.22999999999999,60.22999999999999,0.0,0.1,11.666666666666666,54.64,Australia
2456,2018-02-28,0.0,0.0,0.0,0.0,2018-02,0.0,0.0,32.480000000000004,60.22999999999999,60.22999999999999,0.0,0.1,11.666666666666666,54.64,Australia
2457,2018-03-01,17.0,1.0,17.0,136.0,2018-03,51.74,0.0,32.480000000000004,60.22999999999999,60.22999999999999,0.0,0.1,11.666666666666666,54.64,Australia
2458,2018-03-02,0.0,0.0,0.0,0.0,2018-03,0.0,51.74,84.22,111.97,111.97,0.0,0.13333333333333333,16.2,2.9,Australia
2459,2018-03-03,0.0,0.0,0.0,0.0,2018-03,0.0,51.74,84.22,111.97,111.97,0.0,0.13333333333333333,16.2,2.9,Australia
2460,2018-03-04,0.0,0.0,0.0,0.0,2018-03,0.0,51.74,84.22,111.97,111.97,0.0,0.13333333333333333,16.2,2.9,Australia
2461,2018-03-05,0.0,0.0,0.0,0.0,2018-03,0.0,51.74,67.34,111.97,111.97,0.0,0.13333333333333333,16.2,2.9,Australia
2462,2018-03-06,0.0,0.0,0.0,0.0,2018-03,0.0,51.74,51.74,111.97,111.97,0.0,0.13333333333333333,16.2,2.9,Australia
2463,2018-03-07,0.0,0.0,0.0,0.0,2018-03,0.0,51.74,51.74,111.97,111.97,0.0,0.13333333333333333,16.2,13.73,Australia
2464,2018-03-08,0.0,0.0,0.0,0.0,2018-03,0.0,51.74,51.74,111.97,111.97,0.0,0.13333333333333333,16.2,13.73,Australia
2465,2018-03-09,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,51.74,111.97,111.97,0.0,0.13333333333333333,16.2,13.73,Australia
2466,2018-03-10,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,51.74,111.97,111.97,0.0,0.13333333333333333,16.2,13.73,Australia
2467,2018-03-11,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,51.74,111.97,111.97,0.0,0.13333333333333333,16.2,13.73,Australia
2468,2018-03-12,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,51.74,84.22,111.97,0.0,0.13333333333333333,16.2,13.73,Australia
2469,2018-03-13,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,51.74,84.22,111.97,0.0,0.13333333333333333,16.2,13.73,Australia
2470,2018-03-14,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,51.74,84.22,111.97,0.0,0.1,11.4,13.73,Australia
2471,2018-03-15,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,51.74,84.22,111.97,0.0,0.1,11.4,13.73,Australia
2472,2018-03-16,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,0.0,84.22,111.97,0.0,0.1,11.4,13.73,Australia
2473,2018-03-17,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,0.0,84.22,111.97,0.0,0.1,11.4,13.73,Australia
2474,2018-03-18,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,0.0,84.22,111.97,0.0,0.1,11.4,13.73,Australia
2475,2018-03-19,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,0.0,67.34,111.97,0.0,0.1,11.4,13.73,Australia
2476,2018-03-20,2.0,1.0,2.0,24.0,2018-03,2.9,0.0,0.0,51.74,111.97,0.0,0.1,11.4,13.73,Australia
2477,2018-03-21,0.0,0.0,0.0,0.0,2018-03,0.0,2.9,2.9,54.64,114.87,0.0,0.1,7.8,10.83,Australia
2478,2018-03-22,0.0,0.0,0.0,0.0,2018-03,0.0,2.9,2.9,54.64,114.87,0.0,0.06666666666666667,5.333333333333333,10.83,Australia
2479,2018-03-23,0.0,0.0,0.0,0.0,2018-03,0.0,2.9,2.9,54.64,114.87,0.0,0.06666666666666667,5.333333333333333,10.83,Australia
2480,2018-03-24,0.0,0.0,0.0,0.0,2018-03,0.0,2.9,2.9,54.64,114.87,0.0,0.06666666666666667,5.333333333333333,10.83,Australia
2481,2018-03-25,0.0,0.0,0.0,0.0,2018-03,0.0,2.9,2.9,54.64,114.87,0.0,0.06666666666666667,5.333333333333333,10.83,Australia
2482,2018-03-26,0.0,0.0,0.0,0.0,2018-03,0.0,2.9,2.9,54.64,114.87,0.0,0.06666666666666667,5.333333333333333,46.08,Australia
2483,2018-03-27,0.0,0.0,0.0,0.0,2018-03,0.0,2.9,2.9,54.64,114.86999999999999,0.0,0.06666666666666667,5.333333333333333,46.08,Australia
2484,2018-03-28,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,2.9,54.64,114.87,0.0,0.06666666666666667,5.333333333333333,46.08,Australia
2485,2018-03-29,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,2.9,54.64,114.87,0.0,0.06666666666666667,5.333333333333333,46.08,Australia
2486,2018-03-30,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,2.9,2.9,114.86999999999999,0.0,0.06666666666666667,5.333333333333333,46.08,Australia
2487,2018-03-31,0.0,0.0,0.0,0.0,2018-03,0.0,0.0,2.9,2.9,114.86999999999999,0.0,0.06666666666666667,5.333333333333333,46.08,Australia
2488,2018-04-01,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,2.9,2.9,114.87,0.0,0.03333333333333333,0.8,46.08,Australia
2489,2018-04-02,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,2.9,2.9,114.87,0.0,0.03333333333333333,0.8,46.08,Australia
2490,2018-04-03,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,2.9,2.9,114.86999999999999,0.0,0.03333333333333333,0.8,46.08,Australia
2491,2018-04-04,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,0.0,2.9,114.86999999999999,0.0,0.03333333333333333,0.8,2234.3999999999996,Australia
2492,2018-04-05,10.0,1.0,10.0,111.0,2018-04,10.83,0.0,0.0,2.9,114.87,0.0,0.03333333333333333,0.8,2234.3999999999996,Australia
2493,2018-04-06,0.0,0.0,0.0,0.0,2018-04,0.0,10.83,10.83,13.73,125.7,0.0,0.06666666666666667,4.5,2223.5699999999997,Australia
2494,2018-04-07,0.0,0.0,0.0,0.0,2018-04,0.0,10.83,10.83,13.73,125.69999999999999,0.0,0.06666666666666667,4.5,2223.5699999999997,Australia
2495,2018-04-08,0.0,0.0,0.0,0.0,2018-04,0.0,10.83,10.83,13.73,125.69999999999999,0.0,0.06666666666666667,4.5,2223.5699999999997,Australia
2496,2018-04-09,0.0,0.0,0.0,0.0,2018-04,0.0,10.83,10.83,13.73,125.7,0.0,0.06666666666666667,4.5,2223.5699999999997,Australia
2497,2018-04-10,0.0,0.0,0.0,0.0,2018-04,0.0,10.83,10.83,13.73,125.7,0.0,0.06666666666666667,4.5,2223.5699999999997,Australia
2498,2018-04-11,0.0,0.0,0.0,0.0,2018-04,0.0,10.83,10.83,13.73,125.69999999999999,0.0,0.06666666666666667,4.5,2223.5699999999997,Australia
2499,2018-04-12,0.0,0.0,0.0,0.0,2018-04,0.0,10.83,10.83,13.73,125.69999999999999,0.0,0.06666666666666667,4.5,2223.5699999999997,Australia
2500,2018-04-13,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,10.83,13.73,125.7,0.0,0.06666666666666667,4.5,2223.5699999999997,Australia
2501,2018-04-14,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,10.83,13.73,125.7,0.0,0.06666666666666667,4.5,2223.5699999999997,Australia
2502,2018-04-15,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,10.83,13.73,125.69999999999999,0.0,0.06666666666666667,4.5,2223.5699999999997,Australia
2503,2018-04-16,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,10.83,13.73,125.69999999999999,0.0,0.06666666666666667,4.5,2223.5699999999997,Australia
2504,2018-04-17,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,10.83,13.73,125.7,0.0,0.06666666666666667,4.5,2223.5699999999997,Australia
2505,2018-04-18,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,10.83,10.83,125.7,0.0,0.06666666666666667,4.5,2223.5699999999997,Australia
2506,2018-04-19,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,10.83,10.83,125.69999999999999,0.0,0.06666666666666667,4.5,2323.62,Australia
2507,2018-04-20,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,0.0,10.83,125.69999999999999,0.0,0.03333333333333333,3.7,2323.62,Australia
2508,2018-04-21,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,0.0,10.83,125.7,0.0,0.03333333333333333,3.7,2323.62,Australia
2509,2018-04-22,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,0.0,10.83,125.7,0.0,0.03333333333333333,3.7,2331.1099999999997,Australia
2510,2018-04-23,0.0,0.0,0.0,0.0,2018-04,0.0,0.0,0.0,10.83,97.95000000000002,0.0,0.03333333333333333,3.7,2331.1099999999997,Australia
2511,2018-04-24,7.0,1.0,7.0,49.0,2018-04,35.25,0.0,0.0,10.83,97.95,0.0,0.03333333333333333,3.7,2331.1099999999997,Australia
2512,2018-04-25,0.0,0.0,0.0,0.0,2018-04,0.0,35.25,35.25,46.08,133.2,0.0,0.06666666666666667,5.333333333333333,2295.8599999999997,Australia
2513,2018-04-26,0.0,0.0,0.0,0.0,2018-04,0.0,35.25,35.25,46.08,133.2,0.0,0.06666666666666667,5.333333333333333,2295.8599999999997,Australia
2514,2018-04-27,0.0,0.0,0.0,0.0,2018-04,0.0,35.25,35.25,46.08,133.20000000000002,0.0,0.06666666666666667,5.333333333333333,2295.8599999999997,Australia
2515,2018-04-28,0.0,0.0,0.0,0.0,2018-04,0.0,35.25,35.25,46.08,133.2,0.0,0.06666666666666667,5.333333333333333,2295.8599999999997,Australia
2516,2018-04-29,0.0,0.0,0.0,0.0,2018-04,0.0,35.25,35.25,46.08,133.2,0.0,0.06666666666666667,5.333333333333333,2295.8599999999997,Australia
2517,2018-04-30,0.0,0.0,0.0,0.0,2018-04,0.0,35.25,35.25,46.08,116.32000000000001,0.0,0.06666666666666667,5.333333333333333,2295.8599999999997,Australia
2518,2018-05-01,0.0,0.0,0.0,0.0,2018-05,0.0,35.25,35.25,46.08,100.72,0.0,0.06666666666666667,5.333333333333333,2295.8599999999997,Australia
2519,2018-05-02,0.0,0.0,0.0,0.0,2018-05,0.0,0.0,35.25,46.08,100.72,0.0,0.06666666666666667,5.333333333333333,2295.8599999999997,Australia
2520,2018-05-03,30.0,5.0,27.0,194.0,2018-05,2188.3199999999997,0.0,35.25,46.08,100.72000000000001,0.0,0.06666666666666667,5.333333333333333,2304.3599999999997,Australia
2521,2018-05-04,0.0,0.0,0.0,0.0,2018-05,0.0,2188.3199999999997,2223.5699999999997,2223.5699999999997,2289.0399999999995,0.0,0.23333333333333334,11.8,116.03999999999999,Australia
2522,2018-05-05,0.0,0.0,0.0,0.0,2018-05,0.0,2188.3199999999997,2223.5699999999997,2223.5699999999997,2289.0399999999995,0.0,0.23333333333333334,11.8,116.03999999999999,Australia
2523,2018-05-06,0.0,0.0,0.0,0.0,2018-05,0.0,2188.3199999999997,2223.5699999999997,2223.5699999999997,2289.0399999999995,0.0,0.2,8.1,116.03999999999999,Australia
2524,2018-05-07,0.0,0.0,0.0,0.0,2018-05,0.0,2188.3199999999997,2223.5699999999997,2223.5699999999997,2289.0399999999995,0.0,0.2,8.1,116.03999999999999,Australia
2525,2018-05-08,0.0,0.0,0.0,0.0,2018-05,0.0,2188.3199999999997,2223.5699999999997,2223.5699999999997,2289.0399999999995,0.0,0.2,8.1,141.98999999999998,Australia
2526,2018-05-09,0.0,0.0,0.0,0.0,2018-05,0.0,2188.3199999999997,2188.3199999999997,2223.5699999999997,2289.0399999999995,0.0,0.2,8.1,141.98999999999998,Australia
2527,2018-05-10,0.0,0.0,0.0,0.0,2018-05,0.0,2188.3199999999997,2188.3199999999997,2223.5699999999997,2289.0399999999995,0.0,0.2,8.1,141.98999999999998,Australia
2528,2018-05-11,0.0,0.0,0.0,0.0,2018-05,0.0,0.0,2188.3199999999997,2223.5699999999997,2237.2999999999997,0.0,0.2,8.1,141.98999999999998,Australia
2529,2018-05-12,0.0,0.0,0.0,0.0,2018-05,0.0,0.0,2188.3199999999997,2223.5699999999997,2237.2999999999997,0.0,0.2,8.1,141.98999999999998,Australia
2530,2018-05-13,0.0,0.0,0.0,0.0,2018-05,0.0,0.0,2188.3199999999997,2223.5699999999997,2237.2999999999997,0.0,0.2,8.1,141.98999999999998,Australia
2531,2018-05-14,0.0,0.0,0.0,0.0,2018-05,0.0,0.0,2188.3199999999997,2223.5699999999997,2237.2999999999997,0.0,0.2,8.1,141.99,Australia
2532,2018-05-15,0.0,0.0,0.0,0.0,2018-05,0.0,0.0,2188.3199999999997,2223.5699999999997,2237.2999999999997,0.0,0.2,8.1,141.99,Australia
2533,2018-05-16,0.0,0.0,0.0,0.0,2018-05,0.0,0.0,2188.3199999999997,2223.5699999999997,2237.2999999999997,0.0,0.2,8.1,141.99,Australia
2534,2018-05-17,0.0,0.0,0.0,0.0,2018-05,0.0,0.0,2188.3199999999997,2223.5699999999997,2237.2999999999997,0.0,0.2,8.1,141.99,Australia
2535,2018-05-18,30.0,2.0,28.0,245.0,2018-05,100.05,0.0,0.0,2223.5699999999997,2237.2999999999997,0.0,0.2,8.1,141.99,Australia
2536,2018-05-19,0.0,0.0,0.0,0.0,2018-05,0.0,100.05,100.05,2323.62,2337.35,0.0,0.26666666666666666,16.266666666666666,41.94,Australia
2537,2018-05-20,0.0,0.0,0.0,0.0,2018-05,0.0,100.05,100.05,2323.62,2337.35,0.0,0.26666666666666666,16.266666666666666,41.94,Australia
2538,2018-05-21,1.0,1.0,1.0,8.0,2018-05,7.49,100.05,100.05,2323.62,2337.35,0.0,0.26666666666666666,16.266666666666666,41.94,Australia
2539,2018-05-22,0.0,0.0,0.0,0.0,2018-05,0.0,107.53999999999999,107.53999999999999,2331.1099999999997,2344.8399999999997,0.0,0.3,16.533333333333335,60.28999999999999,Australia
2540,2018-05-23,0.0,0.0,0.0,0.0,2018-05,0.0,107.53999999999999,107.53999999999999,2295.8599999999997,2344.8399999999997,0.0,0.3,16.533333333333335,60.28999999999999,Australia
2541,2018-05-24,0.0,0.0,0.0,0.0,2018-05,0.0,107.53999999999999,107.53999999999999,2295.8599999999997,2344.8399999999997,0.0,0.3,16.533333333333335,60.28999999999999,Australia
2542,2018-05-25,0.0,0.0,0.0,0.0,2018-05,0.0,107.53999999999999,107.53999999999999,2295.8599999999997,2344.8399999999997,0.0,0.26666666666666666,14.9,60.28999999999999,Australia
2543,2018-05-26,0.0,0.0,0.0,0.0,2018-05,0.0,7.49,107.53999999999999,2295.8599999999997,2344.8399999999997,0.0,0.26666666666666666,14.9,60.28999999999999,Australia
2544,2018-05-27,0.0,0.0,0.0,0.0,2018-05,0.0,7.49,107.53999999999999,2295.8599999999997,2344.8399999999997,0.0,0.26666666666666666,14.9,60.28999999999999,Australia
2545,2018-05-28,0.0,0.0,0.0,0.0,2018-05,0.0,7.49,107.53999999999999,2295.8599999999997,2344.8399999999997,0.0,0.26666666666666666,14.9,60.28999999999999,Australia
2546,2018-05-29,0.0,0.0,0.0,0.0,2018-05,0.0,0.0,107.53999999999999,2295.8599999999997,2344.8399999999997,0.0,0.26666666666666666,14.9,306.69999999999993,Australia
2547,2018-05-30,0.0,0.0,0.0,0.0,2018-05,0.0,0.0,107.53999999999999,2295.8599999999997,2341.94,0.0,0.26666666666666666,14.9,313.44999999999993,Australia
2548,2018-05-31,0.0,0.0,0.0,0.0,2018-05,0.0,0.0,107.53999999999999,2295.8599999999997,2341.94,0.0,0.26666666666666666,14.9,313.44999999999993,Australia
2549,2018-06-01,1.0,1.0,1.0,4.0,2018-06,8.5,0.0,107.53999999999999,107.53999999999999,2341.9399999999996,0.0,0.26666666666666666,14.9,313.44999999999993,Australia
2550,2018-06-02,0.0,0.0,0.0,0.0,2018-06,0.0,8.5,15.99,116.03999999999999,2350.4399999999996,0.0,0.3,15.033333333333333,304.94999999999993,Australia
2551,2018-06-03,0.0,0.0,0.0,0.0,2018-06,0.0,8.5,15.99,116.03999999999999,2350.44,0.0,0.13333333333333333,8.566666666666666,304.94999999999993,Australia
2552,2018-06-04,0.0,0.0,0.0,0.0,2018-06,0.0,8.5,15.99,116.03999999999999,2350.44,0.0,0.13333333333333333,8.566666666666666,373.1499999999999,Australia
2553,2018-06-05,0.0,0.0,0.0,0.0,2018-06,0.0,8.5,8.5,116.03999999999999,2350.4399999999996,0.0,0.13333333333333333,8.566666666666666,373.1499999999999,Australia
2554,2018-06-06,15.0,1.0,15.0,170.0,2018-06,25.949999999999996,8.5,8.5,116.03999999999999,2350.4399999999996,0.0,0.13333333333333333,8.566666666666666,373.1499999999999,Australia
2555,2018-06-07,0.0,0.0,0.0,0.0,2018-06,0.0,34.449999999999996,34.449999999999996,141.98999999999998,2376.39,0.0,0.16666666666666666,14.233333333333333,347.19999999999993,Australia
2556,2018-06-08,0.0,0.0,0.0,0.0,2018-06,0.0,34.449999999999996,34.449999999999996,141.98999999999998,2376.39,0.0,0.16666666666666666,14.233333333333333,347.19999999999993,Australia
2557,2018-06-09,0.0,0.0,0.0,0.0,2018-06,0.0,25.949999999999996,34.449999999999996,141.98999999999998,2376.3899999999994,0.0,0.16666666666666666,14.233333333333333,347.19999999999993,Australia
2558,2018-06-10,0.0,0.0,0.0,0.0,2018-06,0.0,25.949999999999996,34.449999999999996,141.98999999999998,2376.3899999999994,0.0,0.16666666666666666,14.233333333333333,347.19999999999993,Australia
2559,2018-06-11,0.0,0.0,0.0,0.0,2018-06,0.0,25.949999999999996,34.449999999999996,141.99,2376.39,0.0,0.16666666666666666,14.233333333333333,347.19999999999993,Australia
2560,2018-06-12,0.0,0.0,0.0,0.0,2018-06,0.0,25.949999999999996,34.449999999999996,141.99,2376.39,0.0,0.16666666666666666,14.233333333333333,359.94999999999993,Australia
2561,2018-06-13,0.0,0.0,0.0,0.0,2018-06,0.0,25.949999999999996,34.449999999999996,141.99,2376.39,0.0,0.16666666666666666,14.233333333333333,359.94999999999993,Australia
2562,2018-06-14,0.0,0.0,0.0,0.0,2018-06,0.0,0.0,34.449999999999996,141.99,2376.39,0.0,0.16666666666666666,14.233333333333333,383.1499999999999,Australia
2563,2018-06-15,0.0,0.0,0.0,0.0,2018-06,0.0,0.0,34.449999999999996,141.99,2365.56,0.0,0.16666666666666666,14.233333333333333,383.1499999999999,Australia
2564,2018-06-16,0.0,0.0,0.0,0.0,2018-06,0.0,0.0,25.949999999999996,41.94,2365.56,0.0,0.16666666666666666,14.233333333333333,383.1499999999999,Australia
2565,2018-06-17,0.0,0.0,0.0,0.0,2018-06,0.0,0.0,25.949999999999996,41.94,2365.56,0.0,0.16666666666666666,14.233333333333333,383.1499999999999,Australia
2566,2018-06-18,0.0,0.0,0.0,0.0,2018-06,0.0,0.0,25.949999999999996,41.94,2365.56,0.0,0.1,6.066666666666666,383.1499999999999,Australia
2567,2018-06-19,0.0,0.0,0.0,0.0,2018-06,0.0,0.0,25.949999999999996,34.449999999999996,2365.56,0.0,0.1,6.066666666666666,383.1499999999999,Australia
2568,2018-06-20,8.0,1.0,8.0,88.0,2018-06,25.839999999999996,0.0,25.949999999999996,34.449999999999996,2365.56,0.0,0.1,6.066666666666666,383.1499999999999,Australia
2569,2018-06-21,0.0,0.0,0.0,0.0,2018-06,0.0,25.839999999999996,25.839999999999996,60.28999999999999,2391.4,0.0,0.1,8.733333333333333,357.30999999999995,Australia
2570,2018-06-22,0.0,0.0,0.0,0.0,2018-06,0.0,25.839999999999996,25.839999999999996,60.28999999999999,2391.4,0.0,0.1,8.733333333333333,357.30999999999995,Australia
2571,2018-06-23,0.0,0.0,0.0,0.0,2018-06,0.0,25.839999999999996,25.839999999999996,60.28999999999999,2391.4,0.0,0.1,8.733333333333333,357.30999999999995,Australia
2572,2018-06-24,0.0,0.0,0.0,0.0,2018-06,0.0,25.839999999999996,25.839999999999996,60.28999999999999,2391.4,0.0,0.1,8.733333333333333,357.30999999999995,Australia
2573,2018-06-25,0.0,0.0,0.0,0.0,2018-06,0.0,25.839999999999996,25.839999999999996,60.28999999999999,2391.4,0.0,0.1,8.733333333333333,357.30999999999995,Australia
2574,2018-06-26,0.0,0.0,0.0,0.0,2018-06,0.0,25.839999999999996,25.839999999999996,60.28999999999999,2391.4,0.0,0.1,8.733333333333333,357.30999999999995,Australia
2575,2018-06-27,87.0,1.0,87.0,912.0,2018-06,246.40999999999994,25.839999999999996,25.839999999999996,60.28999999999999,2391.4,0.0,0.1,8.733333333333333,357.30999999999995,Australia
2576,2018-06-28,1.0,1.0,1.0,2.0,2018-06,6.75,246.40999999999994,272.24999999999994,306.69999999999993,2637.81,0.0,0.13333333333333333,39.13333333333333,165.9,Australia
2577,2018-06-29,0.0,0.0,0.0,0.0,2018-06,0.0,253.15999999999994,278.99999999999994,313.44999999999993,2644.56,0.0,0.16666666666666666,39.2,159.15,Australia
2578,2018-06-30,0.0,0.0,0.0,0.0,2018-06,0.0,253.15999999999994,278.99999999999994,304.94999999999993,2644.56,0.0,0.16666666666666666,39.2,159.15,Australia
2579,2018-07-01,0.0,0.0,0.0,0.0,2018-07,0.0,253.15999999999994,278.99999999999994,304.94999999999993,2644.56,0.0,0.16666666666666666,39.2,159.15,Australia
2580,2018-07-02,0.0,0.0,0.0,0.0,2018-07,0.0,253.15999999999994,278.99999999999994,304.94999999999993,2644.56,0.0,0.13333333333333333,39.06666666666667,159.15,Australia
2581,2018-07-03,10.0,1.0,10.0,30.0,2018-07,68.2,253.15999999999994,278.99999999999994,304.94999999999993,2644.56,0.0,0.13333333333333333,39.06666666666667,159.15,Australia
2582,2018-07-04,0.0,0.0,0.0,0.0,2018-07,0.0,321.35999999999996,347.19999999999993,373.1499999999999,2677.5099999999998,0.0,0.16666666666666666,40.06666666666667,90.95,Australia
2583,2018-07-05,0.0,0.0,0.0,0.0,2018-07,0.0,74.95,321.35999999999996,347.19999999999993,2677.5099999999998,0.0,0.16666666666666666,40.06666666666667,90.95,Australia
2584,2018-07-06,0.0,0.0,0.0,0.0,2018-07,0.0,68.2,321.35999999999996,347.19999999999993,2677.5099999999998,0.0,0.16666666666666666,40.06666666666667,90.95,Australia
2585,2018-07-07,0.0,0.0,0.0,0.0,2018-07,0.0,68.2,321.35999999999996,347.19999999999993,2677.5099999999998,0.0,0.13333333333333333,34.4,90.95,Australia
2586,2018-07-08,0.0,0.0,0.0,0.0,2018-07,0.0,68.2,321.35999999999996,347.19999999999993,2677.5099999999998,0.0,0.13333333333333333,34.4,90.95,Australia
2587,2018-07-09,0.0,0.0,0.0,0.0,2018-07,0.0,68.2,321.35999999999996,347.19999999999993,2677.5099999999998,0.0,0.13333333333333333,34.4,90.95,Australia
2588,2018-07-10,0.0,0.0,0.0,0.0,2018-07,0.0,68.2,321.35999999999996,347.19999999999993,2677.5099999999998,0.0,0.13333333333333333,34.4,90.95,Australia
2589,2018-07-11,1.0,1.0,1.0,2.0,2018-07,12.75,0.0,321.35999999999996,347.19999999999993,2677.5099999999998,0.0,0.13333333333333333,34.4,90.95,Australia
2590,2018-07-12,0.0,0.0,0.0,0.0,2018-07,0.0,12.75,87.7,359.94999999999993,2690.2599999999998,0.0,0.16666666666666666,34.46666666666667,78.2,Australia
2591,2018-07-13,7.0,1.0,7.0,27.0,2018-07,23.200000000000003,12.75,80.95,359.94999999999993,501.9399999999999,0.0,0.16666666666666666,34.46666666666667,78.2,Australia
2592,2018-07-14,0.0,0.0,0.0,0.0,2018-07,0.0,35.95,104.15,383.1499999999999,525.1399999999999,0.0,0.2,35.36666666666667,55.0,Australia
2593,2018-07-15,0.0,0.0,0.0,0.0,2018-07,0.0,35.95,104.15,383.1499999999999,525.1399999999999,0.0,0.2,35.36666666666667,55.0,Australia
2594,2018-07-16,0.0,0.0,0.0,0.0,2018-07,0.0,35.95,104.15,383.1499999999999,525.14,0.0,0.2,35.36666666666667,73.85,Australia
2595,2018-07-17,0.0,0.0,0.0,0.0,2018-07,0.0,35.95,104.15,383.1499999999999,525.1399999999999,0.0,0.2,35.36666666666667,73.85,Australia
2596,2018-07-18,0.0,0.0,0.0,0.0,2018-07,0.0,35.95,35.95,383.1499999999999,525.1399999999999,0.0,0.2,35.36666666666667,73.85,Australia
2597,2018-07-19,0.0,0.0,0.0,0.0,2018-07,0.0,23.200000000000003,35.95,357.30999999999995,525.1399999999999,0.0,0.2,35.36666666666667,73.85,Australia
2598,2018-07-20,0.0,0.0,0.0,0.0,2018-07,0.0,23.200000000000003,35.95,357.30999999999995,525.1399999999999,0.0,0.2,35.36666666666667,73.85,Australia
2599,2018-07-21,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,35.95,357.30999999999995,525.1399999999999,0.0,0.16666666666666666,32.43333333333333,73.85,Australia
2600,2018-07-22,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,35.95,357.30999999999995,525.1399999999999,0.0,0.16666666666666666,32.43333333333333,73.85,Australia
2601,2018-07-23,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,35.95,357.30999999999995,525.1399999999999,0.0,0.16666666666666666,32.43333333333333,73.85,Australia
2602,2018-07-24,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,35.95,357.30999999999995,525.1399999999999,0.0,0.16666666666666666,32.43333333333333,73.85,Australia
2603,2018-07-25,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,35.95,357.30999999999995,525.1399999999999,0.0,0.16666666666666666,32.43333333333333,73.85,Australia
2604,2018-07-26,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,23.200000000000003,110.9,525.1399999999999,0.0,0.16666666666666666,32.43333333333333,73.85,Australia
2605,2018-07-27,1.0,1.0,1.0,1.0,2018-07,55.0,0.0,23.200000000000003,104.15,525.1399999999999,0.0,0.16666666666666666,32.43333333333333,73.85,Australia
2606,2018-07-28,0.0,0.0,0.0,0.0,2018-07,0.0,55.0,55.0,159.15,480.0899999999999,0.0,0.16666666666666666,2.066666666666667,18.849999999999998,Australia
2607,2018-07-29,0.0,0.0,0.0,0.0,2018-07,0.0,55.0,55.0,159.15,480.0899999999999,0.0,0.13333333333333333,2.0,18.849999999999998,Australia
2608,2018-07-30,0.0,0.0,0.0,0.0,2018-07,0.0,55.0,55.0,159.15,480.0899999999999,0.0,0.13333333333333333,2.0,18.849999999999998,Australia
2609,2018-07-31,0.0,0.0,0.0,0.0,2018-07,0.0,55.0,55.0,159.15,472.5999999999999,0.0,0.13333333333333333,2.0,18.849999999999998,Australia
2610,2018-08-01,0.0,0.0,0.0,0.0,2018-08,0.0,55.0,55.0,90.95,472.5999999999999,0.0,0.13333333333333333,2.0,25.199999999999996,Australia
2611,2018-08-02,0.0,0.0,0.0,0.0,2018-08,0.0,55.0,55.0,90.95,472.5999999999999,0.0,0.13333333333333333,2.0,25.199999999999996,Australia
2612,2018-08-03,0.0,0.0,0.0,0.0,2018-08,0.0,55.0,55.0,90.95,472.5999999999999,0.0,0.1,1.0,25.199999999999996,Australia
